Cognome,Nome,Squadra,Posizione,Partite Giocate,Tiri Totali,Gol Totali,Tiri Sbagliati,Gol Azione,Gol Rigore,Percentuale Realizzazione,Assist,Falli Tecnici,Intercetti,Blocchi,Cartellino Giallo,2 Minuti,Cartellino Rosso,Cartellino Blu,Stagione,Categoria
Ivic,Sime,LEI,Terzino Destro,34,223,127,96,99,28,0.5695,80,47,11,4,5,22,1,0,21/22,A
Andersson,Lasse Bredekjaer,BER,Terzino Sinistro,34,249,127,122,127,0,0.51,73,37,15,11,5,12,0,0,21/22,A
Binder,Lukas,LEI,Ala Sinistra,34,174,125,49,125,0,0.7184,27,14,6,3,5,6,0,0,21/22,A
Zieker,Patrick,TVB,Ala Sinistra,33,168,123,45,78,45,0.7321,16,13,7,1,2,15,0,0,21/22,A
Kristjansson,Viggo,TVB,Terzino Destro,24,184,123,61,79,44,0.6685,72,49,2,0,1,2,0,0,21/22,A
Arnesson,Linus,BHC,Centrale,29,227,122,105,71,51,0.5374,78,36,15,1,3,1,1,0,21/22,A
Gulliksen,Kevin Maageroe,FAG,Ala Destra,30,175,122,53,105,17,0.6970999999999999,9,12,6,0,0,3,0,0,21/22,A
Golla,Johannes,SGF,Pivot,34,154,121,33,121,0,0.7857,12,26,10,27,10,13,0,0,21/22,A
Sagosen,Sander,THW,Centrale,29,206,121,85,108,13,0.5874,102,26,5,1,3,12,0,0,21/22,A
Kohlbacher,Jannik,RNL,Pivot,32,163,120,43,120,0,0.7362000000000001,6,21,2,6,5,13,0,0,21/22,A
Reinkind,Harald,THW,Terzino Destro,34,201,116,85,115,1,0.5771000000000001,59,25,3,2,0,3,0,0,21/22,A
Gottfridsson,Jim,SGF,Centrale,32,172,115,57,112,3,0.6686,149,58,5,6,3,11,0,0,21/22,A
Marsenic,Mijajlo,BER,Pivot,33,144,113,31,113,0,0.7847,3,24,11,32,10,27,1,0,21/22,A
Mertens,Lukas,SCM,Ala Sinistra,34,154,111,43,111,0,0.7208,22,2,14,0,1,1,0,0,21/22,A
Duvnjak,Domagoj,THW,Centrale,34,195,110,85,110,0,0.5640999999999999,77,13,11,6,5,15,0,0,21/22,A
Cavor,Stefan,WET,Terzino Destro,31,204,110,94,110,0,0.5392,91,44,10,8,7,5,0,0,21/22,A
Suton,Tim,TBV,Centrale,30,199,107,92,107,0,0.5377000000000001,36,24,6,1,2,11,1,0,21/22,A
Mensah Larsen,Mads,SGF,Centrale,34,198,106,92,106,0,0.5354,123,34,5,5,3,3,0,0,21/22,A
Kirkelokke,Niclas,RNL,Terzino Destro,34,203,106,97,106,0,0.5222,100,33,7,2,4,13,0,0,21/22,A
Groetzki,Patrick,RNL,Ala Destra,32,144,105,39,103,2,0.7292000000000001,20,6,9,1,1,2,0,0,21/22,A
Wiencek,Patrick,THW,Pivot,34,135,103,32,103,0,0.763,11,17,11,20,6,11,0,0,21/22,A
Svan,Lasse,SGF,Ala Destra,33,144,102,42,102,0,0.7082999999999999,3,8,5,1,3,9,1,0,21/22,A
Lindenchrone Andersen,Jon,FAG,Terzino Destro,34,179,102,77,102,0,0.5698,77,50,10,4,12,18,0,0,21/22,A
Wiesmach,Patrick,LEI,Ala Destra,33,141,99,42,84,15,0.7021,5,6,10,0,0,4,0,0,21/22,A
Holst,Maximilian,WET,Ala Sinistra,34,117,97,20,9,88,0.8291,3,3,0,0,0,1,0,0,21/22,A
Heymann,Sebastian,FAG,Terzino Sinistro,25,151,97,54,97,0,0.6424,56,35,8,21,7,8,0,0,21/22,A
Kozina,Kresimir,FAG,Pivot,34,127,97,30,97,0,0.7637999999999999,20,42,3,8,4,23,0,0,21/22,A
Hanusz,Egon,TVB,Centrale,32,125,96,29,96,0,0.768,68,51,15,0,0,1,0,0,21/22,A
Krzikalla,Lucas,LEI,Ala Destra,34,131,95,36,56,39,0.7252,4,5,4,0,1,1,0,0,21/22,A
Witzke,Luca,LEI,Centrale,30,168,95,73,95,0,0.5655,95,37,3,2,0,3,0,0,21/22,A
Mavers,Veit,HAN,Centrale,32,176,95,81,83,12,0.5398,56,38,5,3,1,0,0,0,21/22,A
Nyfjall,Adam,WET,Pivot,34,125,95,30,95,0,0.76,9,24,9,9,14,17,2,0,21/22,A
Kuzmanovski,Filip,HAN,Terzino Sinistro,34,141,94,47,94,0,0.6667000000000001,47,42,10,1,6,12,1,0,21/22,A
Zerbe,Lukas,TBV,Ala Destra,34,126,93,33,85,8,0.7381,10,3,11,1,2,7,0,0,21/22,A
Pfattheicher,Sascha,TVB,Ala Destra,32,125,92,33,92,0,0.736,3,9,7,0,0,3,1,0,21/22,A
Schoch,Jona,HBW,Terzino Sinistro,32,180,91,89,91,0,0.5056,71,34,3,14,3,19,2,0,21/22,A
Nothdurft,Tim,HBW,Ala Sinistra,29,129,91,38,91,0,0.7054,6,4,8,0,1,3,0,0,21/22,A
Schmidt,David,BHC,Terzino Destro,29,190,90,100,90,0,0.4736999999999999,38,36,4,3,5,9,0,0,21/22,A
Gunnarsson,Arnor Thor,BHC,Ala Destra,33,124,90,34,78,12,0.7258,7,11,5,0,0,2,0,0,21/22,A
Forsell Schefvert,Olle,WET,Terzino Sinistro,32,152,89,63,89,0,0.5855,75,29,5,13,5,13,0,0,21/22,A
Saugstrup,Magnus,SCM,Pivot,34,111,89,22,89,0,0.8018000000000001,8,12,10,14,3,7,0,0,21/22,A
Mellegard,Emil,WET,Ala Sinistra,34,122,88,34,88,0,0.7212999999999999,7,7,7,0,3,3,0,0,21/22,A
Forstbauer,Jan,HSV,Terzino Destro,33,176,87,89,87,0,0.4943,66,49,2,2,1,6,0,0,21/22,A
Knorr,Juri,RNL,Centrale,34,169,87,82,75,12,0.5147999999999999,58,39,14,1,1,6,0,0,21/22,A
Jakobsen,Emil,SGF,Ala Sinistra,31,116,86,30,56,30,0.7414000000000001,1,6,1,0,0,3,0,0,21/22,A
Sellin,Johannes,HCE,Ala Destra,31,119,85,34,84,1,0.7143,8,12,2,0,0,8,0,0,21/22,A
Pieczkowski,Niclas,GWD,Centrale,31,160,85,75,85,0,0.5313,61,47,4,3,5,13,0,0,21/22,A
Strosack,Peter,NLB,Ala Destra,34,123,85,38,84,1,0.6911,22,27,4,2,3,3,0,0,21/22,A
Reichmann,Tobias,MTM,Ala Destra,24,110,84,26,28,56,0.7636,1,3,0,0,1,4,0,0,21/22,A
Kristjansson,Gisli Thorgeir,SCM,Centrale,34,136,84,52,84,0,0.6175999999999999,62,34,0,0,0,0,0,0,21/22,A
Kastening,Timo,MTM,Ala Destra,24,129,83,46,60,23,0.6434000000000001,7,10,5,1,0,3,0,0,21/22,A
Damgaard,Michael,SCM,Terzino Sinistro,32,146,83,63,83,0,0.5685,16,10,0,0,0,1,1,0,21/22,A
Zintel,Bjorn,HBW,Centrale,34,149,82,67,82,0,0.5503,64,42,1,2,0,4,0,0,21/22,A
Bissel,Christopher,HCE,Ala Sinistra,33,114,82,32,82,0,0.72,10,7,24,0,2,14,0,0,21/22,A
Metzner,Antonio,HCE,Terzino Destro,29,165,81,84,81,0,0.49,28,30,9,1,1,7,0,0,21/22,A
Petreikis,Benas,NLB,Centrale,34,149,81,68,80,1,0.5436,69,59,1,1,1,4,0,0,21/22,A
Strosack,Moritz,HBW,Ala Destra,26,102,81,21,81,0,0.7940999999999999,5,9,5,0,0,6,0,0,21/22,A
Wiede,Fabian,BER,Terzino Destro,28,148,80,68,80,0,0.5405,93,35,9,4,1,7,1,0,21/22,A
Muller,Jerome,TVB,Terzino Destro,24,155,80,75,80,0,0.5161,48,27,10,1,4,8,1,0,21/22,A
Peshevski,Zarko,TVB,Pivot,34,118,80,38,80,0,0.6779999999999999,3,26,0,0,0,1,0,0,21/22,A
Tissier,Leif,HSV,Centrale,27,122,78,44,78,0,0.6393,71,35,5,1,1,5,0,0,21/22,A
Korte,Mats,GWD,Ala Sinistra,32,106,77,29,77,0,0.7264,5,5,8,1,1,4,0,0,21/22,A
Landin,Magnus,THW,Ala Sinistra,34,108,77,31,65,12,0.713,9,10,4,2,5,13,1,0,21/22,A
Budel,Nico,HCE,Centrale,33,130,76,54,75,1,0.5846,52,28,11,3,5,15,0,0,21/22,A
Weber,Philipp,SCM,Centrale,34,129,75,54,74,1,0.5814,28,17,0,1,0,3,0,0,21/22,A
Boomhouwer,Jeffrey,BHC,Ala Sinistra,34,108,75,33,73,2,0.6944,6,10,1,1,3,3,0,0,21/22,A
Hornke,Tim,SCM,Ala Destra,30,105,74,31,66,8,0.7048000000000001,6,5,6,0,0,4,0,0,21/22,A
Gebala,Maciej,LEI,Pivot,31,108,74,34,74,0,0.6851999999999999,4,26,13,24,4,14,0,0,21/22,A
Jonsson,Elvar Orn,MTM,Centrale,25,115,74,41,74,0,0.6435,44,31,7,9,3,7,0,0,21/22,A
Firnhaber,Sebastian,HCE,Pivot,29,99,73,26,73,0,0.7373999999999999,13,18,9,18,6,14,1,0,21/22,A
Vujovic,Milos,BER,Ala Sinistra,34,103,73,30,68,5,0.7087,3,7,8,0,0,2,0,0,21/22,A
Bauer,Philipp,HSV,Centrale,30,133,71,62,71,0,0.5338,31,25,0,0,0,3,0,0,21/22,A
Einarsson,Teitur Orn,SGF,Terzino Destro,25,121,71,50,71,0,0.5868,46,25,3,0,1,2,0,0,21/22,A
Kunkel,Yves,MTM,Ala Sinistra,31,105,70,35,55,15,0.6667000000000001,7,14,3,0,1,2,0,0,21/22,A
Kneule,Tim,FAG,Centrale,31,124,69,55,69,0,0.56,62,23,4,7,5,9,0,0,21/22,A
Weinhold,Steffen,THW,Terzino Destro,32,103,69,34,69,0,0.67,44,16,8,0,7,18,0,0,21/22,A
Zechel,Tim,HCE,Pivot,34,83,69,14,68,1,0.8312999999999999,20,13,7,4,1,14,0,0,21/22,A
Stutzke,Lukas,BHC,Terzino Sinistro,29,134,69,65,69,0,0.5149,26,21,4,2,2,7,0,0,21/22,A
Jukic,Nikola,GWD,Terzino Destro,29,158,69,89,69,0,0.4367,48,25,6,4,1,7,0,0,21/22,A
Cederholm,Andreas,TBV,Terzino Destro,22,122,68,54,68,0,0.5574,24,21,1,0,0,2,0,0,21/22,A
Buchner,Vincent,HAN,Ala Sinistra,34,101,68,33,68,0,0.6733,4,12,20,0,1,7,1,0,21/22,A
Mamic,Marko,LEI,Terzino Sinistro,33,138,66,72,66,0,0.4783,74,39,22,32,7,16,0,0,21/22,A
Weck,Alexander,BHC,Terzino Sinistro,33,159,66,93,66,0,0.4150999999999999,40,22,2,3,1,1,0,0,21/22,A
Helander,Benjamin,RNL,Ala Sinistra,23,95,66,29,58,8,0.6947,5,7,3,0,2,4,0,0,21/22,A
Schluroff,Miro,GWD,Terzino Sinistro,30,118,66,52,66,0,0.5593,19,18,1,0,0,8,0,0,21/22,A
Novak,Domen,WET,Ala Destra,34,98,65,33,64,1,0.6633,1,8,3,0,0,2,0,0,21/22,A
Weiss,Dominik,TVB,Terzino Sinistro,33,134,64,70,64,0,0.48,38,20,11,34,6,20,2,0,21/22,A
Heinzelmann,Tobias,HBW,Pivot,31,87,64,23,64,0,0.7356,8,9,5,5,5,14,1,0,21/22,A
Heiny,Lutz,NLB,Terzino Sinistro,23,137,63,74,63,0,0.4599,46,27,0,2,4,10,1,0,21/22,A
Gensheimer,Uwe,RNL,Ala Sinistra,12,85,62,23,38,24,0.7293999999999999,3,4,4,0,1,1,0,0,21/22,A
Darj,Max,BHC,Pivot,27,84,61,23,61,0,0.7262000000000001,7,16,1,10,6,19,1,0,21/22,A
Gullerud,Magnus,SCM,Pivot,34,76,61,15,61,0,0.8026000000000001,13,10,5,14,7,10,0,0,21/22,A
Schagen,Bobby,TBV,Ala Destra,31,89,60,29,59,1,0.6742,29,17,7,2,1,1,0,0,21/22,A
Brozovic,Ilija,HAN,Pivot,34,89,60,29,60,0,0.6742,6,17,3,20,4,33,1,0,21/22,A
Nikolaisen,Tom Kare,BHC,Pivot,32,78,59,19,59,0,0.7564,9,15,1,9,10,17,2,0,21/22,A
Pekeler,Hendrik,THW,Pivot,27,80,58,22,58,0,0.725,12,8,9,16,5,4,0,0,21/22,A
Weissgerber,Lars,WET,Ala Destra,33,85,58,27,57,1,0.6823999999999999,6,7,3,1,1,4,0,0,21/22,A
Babak,Tomas,BHC,Centrale,27,105,58,47,58,0,0.5524,60,29,5,0,0,0,0,0,21/22,A
Guardiola,Gedeon,TBV,Pivot,30,97,57,40,57,0,0.5876,13,16,19,26,4,8,0,0,21/22,A
Nilsson,Lukas,RNL,Terzino Sinistro,23,102,57,45,57,0,0.5588000000000001,41,14,4,0,2,3,0,0,21/22,A
Smits,Kay,SCM,Terzino Destro,34,82,57,25,48,9,0.6951,18,5,0,0,0,2,0,0,21/22,A
Matthes,Tim,BER,Ala Sinistra,33,80,57,23,57,0,0.7125,3,10,12,1,0,4,0,0,21/22,A
Fredriksen,Magnus,WET,Centrale,33,97,57,40,57,0,0.5876,82,45,2,1,1,1,0,0,21/22,A
Mrakovcic,Luka,NLB,Centrale,33,109,57,52,57,0,0.5229,52,55,8,0,2,12,4,0,21/22,A
Cehte,Nejc,HAN,Terzino Destro,32,121,57,64,57,0,0.4711,53,26,5,4,4,10,0,0,21/22,A
Gomes,Andre,MTM,Terzino Sinistro,20,111,57,54,57,0,0.5135000000000001,10,18,2,0,0,5,0,0,21/22,A
Zarabec,Miha,THW,Centrale,34,91,55,36,52,3,0.6043999999999999,40,23,2,0,0,1,0,0,21/22,A
Pavlovic,Domagoj,MTM,Centrale,22,74,55,19,55,0,0.7432,22,16,5,3,2,4,0,0,21/22,A
Pettersson,Daniel,SCM,Ala Destra,34,75,54,21,54,0,0.72,10,6,2,1,1,1,0,0,21/22,A
Staar,Max,GWD,Ala Destra,28,92,54,38,54,0,0.5870000000000001,15,4,18,2,4,13,1,0,21/22,A
Simak,Frederik,TBV,Terzino Sinistro,32,90,54,36,52,2,0.6,24,15,7,9,5,18,0,0,21/22,A
Drux,Paul,BER,Terzino Sinistro,29,83,53,30,53,0,0.6386,51,17,1,3,1,7,0,0,21/22,A
Bagersted,Jacob,FAG,Pivot,33,67,53,14,53,0,0.7909999999999999,13,15,6,18,4,21,0,0,21/22,A
Spohn,Valentin,NLB,Terzino Sinistro,21,107,53,54,53,0,0.5,23,19,3,3,4,2,0,0,21/22,A
Baumgartner,Florian,NLB,Terzino Destro,19,138,52,86,52,0,0.3768,26,25,0,1,1,3,0,0,21/22,A
Valiullin,Azat,HSV,Terzino Sinistro,27,102,52,50,52,0,0.5097999999999999,24,22,5,10,5,15,0,0,21/22,A
Lagergren,Albin,RNL,Terzino Destro,29,79,52,27,50,2,0.6581999999999999,48,30,5,6,0,7,0,0,21/22,A
Bohm,Fabian,HAN,Terzino Sinistro,26,117,51,66,51,0,0.4359,21,20,2,2,5,10,1,0,21/22,A
Bilyk,Nikola,THW,Terzino Sinistro,34,86,50,36,50,0,0.5814,28,15,4,0,0,6,0,0,21/22,A
Jotic,Lovro,LEI,Centrale,27,103,50,53,50,0,0.4854,67,31,1,1,1,5,0,0,21/22,A
Ellebaek,Tobias,FAG,Terzino Sinistro,26,90,50,40,50,0,0.5556,60,22,1,0,1,4,0,0,21/22,A
Smarason,Janus Dadi,FAG,Centrale,24,84,49,35,49,0,0.5832999999999999,45,26,1,0,0,10,0,0,21/22,A
Andersen,Frederik Bo,HSV,Ala Destra,32,79,49,30,49,0,0.6203,0,9,7,0,0,1,0,0,21/22,A
Hermann,Till,FAG,Ala Sinistra,33,69,48,21,48,0,0.6957,1,4,3,0,1,0,0,0,21/22,A
O'Sullivan,Christian,SCM,Centrale,33,58,48,10,48,0,0.8276,50,14,13,13,4,6,0,0,21/22,A
Nissen,Marek,NLB,Terzino Sinistro,34,86,47,39,47,0,0.5465,10,21,2,15,1,16,0,0,21/22,A
Wiederstein,Fabian,HBW,Pivot,29,66,46,20,46,0,0.6970000000000001,3,14,1,4,12,15,1,0,21/22,A
Zelenovic,Nemanja,FAG,Terzino Destro,29,87,46,41,46,0,0.5287,19,14,2,1,1,5,0,0,21/22,A
Sunnefeldt,Oskar,LEI,Terzino Sinistro,34,98,46,52,46,0,0.4694,20,13,3,8,1,3,0,0,21/22,A
Hutecek,Lukas,TBV,Centrale,29,89,46,43,46,0,0.5169,58,17,11,0,3,7,0,0,21/22,A
Bezjak,Marko,SCM,Centrale,34,59,45,14,45,0,0.7626999999999999,45,29,12,4,3,15,1,0,21/22,A
Ahouansou,Philipp,RNL,Terzino Sinistro,22,68,45,23,45,0,0.6618,11,10,1,5,0,4,1,0,21/22,A
Steinhauser,Marius,SGF,Ala Destra,31,61,44,17,43,1,0.72,0,4,4,0,2,1,0,0,21/22,A
Wullenweber,Finn,HSV,Terzino Sinistro,24,89,44,45,44,0,0.4943999999999999,14,20,1,1,3,11,1,0,21/22,A
Meister,Lucas,GWD,Pivot,33,75,44,31,44,0,0.5867,6,13,7,11,7,30,2,0,21/22,A
Schulze,Alexander,TVB,Ala Sinistra,34,58,44,14,44,0,0.7585999999999999,0,4,6,0,1,5,0,0,21/22,A
Pevnov,Evgeni,HAN,Pivot,25,56,43,13,43,0,0.7679,4,5,6,17,6,6,1,0,21/22,A
Milosevic,Alen,LEI,Pivot,32,58,43,15,43,0,0.7414000000000001,13,13,9,9,3,12,1,0,21/22,A
Olsson,Hampus,HCE,Ala Destra,32,60,43,17,39,4,0.7167,4,5,3,0,0,4,0,0,21/22,A
Danner,Felix,WET,Pivot,32,53,42,11,42,0,0.7925,9,7,4,17,4,21,2,0,21/22,A
Bergemann,Thies,HSV,Ala Destra,29,61,42,19,42,0,0.6884999999999999,2,5,1,0,2,4,0,0,21/22,A
Mensing,Hans Aaron,SGF,Terzino Sinistro,24,81,41,40,41,0,0.5062,22,6,0,0,0,3,0,0,21/22,A
Grebenc,Jan,GWD,Terzino Sinistro,30,79,40,39,40,0,0.5063,21,25,3,2,3,9,0,0,21/22,A
Sogard,Goran,SGF,Terzino Sinistro,21,63,40,23,40,0,0.63,27,15,1,2,1,1,0,0,21/22,A
Edvardsson,Jonathan,HAN,Centrale,28,59,39,20,39,0,0.6609999999999999,48,26,8,1,0,7,0,0,21/22,A
Arnarsson,Arnar Freyr,MTM,Pivot,34,53,39,14,39,0,0.7358,3,20,6,23,9,20,2,0,21/22,A
Scott,James,HBW,Terzino Sinistro,30,79,39,40,39,0,0.4936999999999999,5,22,2,0,0,1,1,0,21/22,A
Kontrec,Tin,NLB,Pivot,25,55,39,16,39,0,0.7091,6,18,1,9,9,30,0,0,21/22,A
Gutbrod,Fabian,BHC,Terzino Sinistro,17,74,38,36,38,0,0.51,4,9,0,0,0,1,0,0,21/22,A
Dahmke,Rune,THW,Ala Sinistra,31,49,38,11,38,0,0.7755,5,2,4,0,0,5,0,0,21/22,A
Petrovsky,Leos,NLB,Pivot,33,52,37,15,37,0,0.71,8,11,4,19,11,24,1,0,21/22,A
Schonningsen,Simen,BHC,Terzino Destro,28,69,37,32,37,0,0.5362,29,22,0,1,2,7,0,0,21/22,A
Horzen,Kristjan,RNL,Pivot,34,55,37,18,37,0,0.6727,7,16,2,2,2,6,0,0,21/22,A
Guardiola,Isaias,TBV,Terzino Destro,21,65,36,29,36,0,0.5538000000000001,28,14,6,5,0,5,0,0,21/22,A
Hald Jensen,Simon,SGF,Pivot,33,46,36,10,36,0,0.7826000000000001,4,8,0,34,15,15,0,0,21/22,A
Pettersson,Alexander,MTM,Terzino Destro,33,63,35,28,35,0,0.5556,20,12,6,3,2,13,0,0,21/22,A
Augustinussen,Sebastian,TVB,Ala Destra,32,67,35,32,35,0,0.5224,6,6,4,3,5,11,0,0,21/22,A
Axmann,Dominik,HSV,Terzino Sinistro,14,51,34,17,34,0,0.6667000000000001,17,13,4,1,1,2,0,0,21/22,A
Beciri,Kristian,HBW,Pivot,26,50,32,18,32,0,0.64,3,20,2,8,4,14,0,0,21/22,A
Allendorf,Michael,MTM,Ala Sinistra,31,48,31,17,31,0,0.6457999999999999,1,8,2,1,0,3,0,0,21/22,A
Feise,Hannes,HAN,Ala Sinistra,34,42,31,11,31,0,0.7381,3,4,6,2,1,11,1,0,21/22,A
Ingason,Daniel Thor,HBW,Terzino Sinistro,34,65,30,35,30,0,0.4614999999999999,23,23,8,12,7,20,0,0,21/22,A
Kalarash,Gleb,MTM,Pivot,32,40,29,11,29,0,0.725,5,18,4,24,1,18,2,0,21/22,A
Theilinger,Nicolai,HSV,Terzino Destro,23,47,28,19,28,0,0.5957,15,20,3,0,4,7,0,0,21/22,A
Ehrig,Sven,THW,Ala Destra,33,47,27,20,27,0,0.5745,1,2,3,0,0,3,0,0,21/22,A
Runarsson,Andri Mar,TVB,Centrale,34,43,27,16,27,0,0.6279,10,11,1,0,0,2,0,0,21/22,A
Zeitz,Christian,GWD,Terzino Destro,30,54,25,29,25,0,0.4629999999999999,13,10,1,1,2,9,0,0,21/22,A
Thomann,Gregor,HBW,Ala Destra,26,43,25,18,15,10,0.5814,0,4,0,0,0,1,0,0,21/22,A
Semper,Franz,SGF,Terzino Destro,16,59,25,34,25,0,0.4236999999999999,20,8,0,0,1,0,0,0,21/22,A
Speckmann,Jan-Eric,NLB,Ala Sinistra,16,37,25,12,13,12,0.6757,2,1,1,0,1,0,0,0,21/22,A
Kogut,Andrej,TBV,Centrale,19,43,24,19,24,0,0.5581,18,3,2,1,2,2,0,0,21/22,A
Musche,Matthias,SCM,Ala Sinistra,22,33,24,9,24,0,0.7273000000000001,3,2,3,0,0,0,0,0,21/22,A
Janke,Maximilian,GWD,Centrale,26,33,24,9,24,0,0.7273000000000001,13,5,6,13,2,11,0,0,21/22,A
Drager,Yannick,NLB,Pivot,32,36,24,12,24,0,0.6667000000000001,13,10,5,24,3,24,6,0,21/22,A
Remke,Gregor,LEI,Terzino Destro,32,43,24,19,24,0,0.56,24,19,5,2,1,2,0,0,21/22,A
Kopljar,Marko,BER,Terzino Destro,29,40,24,16,24,0,0.6,14,7,3,18,7,12,1,0,21/22,A
Overby,Petter,HCE,Pivot,30,29,24,5,24,0,0.8276,4,7,5,7,4,18,3,0,21/22,A
Zacharias,Lion,RNL,Ala Sinistra,21,35,24,11,23,1,0.6857,3,1,8,0,0,3,0,0,21/22,A
Fath,Steffen,HCE,Terzino Sinistro,20,54,23,31,23,0,0.43,25,15,2,2,3,3,0,0,21/22,A
Schimmelbauer,Tobias,HSV,Ala Sinistra,31,27,23,4,23,0,0.85,7,4,0,2,7,33,3,0,21/22,A
Saueressig,Lukas,HBW,Centrale,16,39,23,16,23,0,0.5897,44,19,3,2,2,5,0,0,21/22,A
Srsen,Ivan,WET,Terzino Destro,34,45,23,22,23,0,0.5111,14,13,2,1,2,6,0,0,21/22,A
Mundus,Marvin,NLB,Centrale,34,42,23,19,23,0,0.5476,8,8,0,0,1,4,0,0,21/22,A
Koch,Johan,BER,Pivot,21,32,22,10,22,0,0.6875,0,9,0,0,1,5,0,0,21/22,A
Ernst,Simon,LEI,Centrale,34,46,22,24,22,0,0.4783,21,16,7,21,3,17,1,0,21/22,A
Spath,Manuel,HSV,Pivot,33,38,21,17,21,0,0.5526,3,20,2,9,6,19,0,0,21/22,A
Nicolaus,Fynn-Luca,TVB,Terzino Sinistro,14,27,21,6,21,0,0.7778,7,2,4,2,4,3,0,0,21/22,A
Richtzenhain,Justus Nicolas,GWD,Pivot,33,27,20,7,20,0,0.7406999999999999,3,11,0,2,2,10,0,0,21/22,A
Hafner,Max,TVB,Centrale,15,37,20,17,20,0,0.5405,19,10,1,0,0,2,0,0,21/22,A
Hanne,Martin,HAN,Terzino Sinistro,16,47,20,27,20,0,0.4255,11,10,1,0,0,1,0,0,21/22,A
Kleineidam,Jan,HSV,Centrale,22,34,19,15,19,0,0.5588000000000001,10,14,0,1,1,4,0,0,21/22,A
Goller,Axel,FAG,Ala Destra,33,30,19,11,12,7,0.63,0,0,1,0,0,0,0,0,21/22,A
Maric,Marino,MTM,Pivot,31,21,18,3,18,0,0.8571,2,5,1,1,0,2,0,0,21/22,A
Damm,Sebastian,BHC,Ala Sinistra,28,24,18,6,18,0,0.75,2,7,2,0,0,0,0,0,21/22,A
Rothlisberger,Samuel,TVB,Pivot,31,28,18,10,18,0,0.6429,8,6,6,20,10,17,1,0,21/22,A
Kusan,Tomislav,WET,Pivot,18,22,18,4,18,0,0.8181999999999999,2,7,1,5,1,6,0,0,21/22,A
Sarac,Josip,FAG,Terzino Sinistro,13,28,18,10,18,0,0.6429,7,2,6,1,1,7,0,0,21/22,A
Ossenkopp,Lukas,HSV,Terzino Sinistro,28,28,17,11,17,0,0.6071,11,9,2,6,5,12,1,0,21/22,A
Hansson,Emil,BHC,Ala Destra,32,26,17,9,17,0,0.6537999999999999,1,1,1,0,0,0,0,0,21/22,A
Michalczik,Marian,BER,Terzino Sinistro,12,24,17,7,17,0,0.7082999999999999,21,6,2,0,2,2,0,0,21/22,A
Fraatz,Yannick,BHC,Ala Destra,14,28,17,11,17,0,0.6071,1,1,1,1,0,0,0,0,21/22,A
Bergner,Tom,BHC,Pivot,29,27,17,10,17,0,0.6296,0,2,0,0,0,2,0,0,21/22,A
Kranzmann,Florian,GWD,Ala Sinistra,34,31,17,14,15,2,0.5484,2,3,4,0,0,0,0,0,21/22,A
Beneke,Max Christoph,BER,Terzino Destro,17,25,17,8,17,0,0.68,2,13,0,0,3,1,0,0,21/22,A
Fischer,Justus,HAN,Pivot,19,20,17,3,17,0,0.85,0,3,0,3,1,2,0,0,21/22,A
Esche,Marc,LEI,Ala Sinistra,33,27,16,11,16,0,0.5926,1,3,1,0,0,1,0,0,21/22,A
Mirkulovski,Filip,WET,Centrale,30,26,15,11,15,0,0.58,6,17,0,0,0,0,0,0,21/22,A
Chrapkowski,Piotr,SCM,Terzino Sinistro,34,18,15,3,15,0,0.83,10,2,10,13,1,22,1,0,21/22,A
Leban,Patrik,HCE,Centrale,34,25,15,10,15,0,0.6,15,11,2,0,0,2,0,0,21/22,A
Reitemann,Michel,TBV,Pivot,33,22,15,7,15,0,0.6818000000000001,1,6,0,0,0,1,0,0,21/22,A
Ebner,Dominik,NLB,Terzino Destro,6,26,14,12,14,0,0.5385,5,4,0,1,0,3,1,0,21/22,A
Jaeger,Max,HCE,Ala Sinistra,31,20,14,6,14,0,0.7,1,0,2,0,0,1,0,0,21/22,A
Thiele,Joshua,GWD,Pivot,30,22,14,8,14,0,0.6364,1,6,2,2,7,15,1,0,21/22,A
Volz,Patrick,HBW,Ala Sinistra,20,18,13,5,13,0,0.7222,2,1,0,0,1,1,0,0,21/22,A
Schwarzer,Kian,TBV,Ala Sinistra,33,20,13,7,13,0,0.65,2,0,0,0,1,0,0,0,21/22,A
Feld,Alexander,WET,Centrale,12,30,12,18,11,1,0.4,1,6,0,0,0,3,0,0,21/22,A
Lindskog,Anton,SGF,Pivot,34,17,12,5,12,0,0.71,2,3,3,21,3,16,0,0,21/22,A
Chrintz,Valter,BER,Ala Destra,29,13,12,1,12,0,0.9231,0,2,3,0,0,1,1,0,21/22,A
Diocou Soumare,Mamadou,RNL,Terzino Destro,14,25,12,13,12,0,0.48,0,3,3,0,0,2,0,0,21/22,A
Krone,Jannes,HAN,Ala Destra,29,23,11,12,11,0,0.4783,1,4,2,0,0,2,0,0,21/22,A
Rod,Magnus,SGF,Terzino Destro,8,17,11,6,11,0,0.6470999999999999,10,1,1,1,2,4,0,0,21/22,A
Gislason,Ymir Orn,RNL,Pivot,33,18,11,7,11,0,0.61,6,11,12,11,9,23,0,0,21/22,A
Langhoff,Matthes,BER,Terzino Sinistro,28,21,11,10,11,0,0.5238,2,8,4,0,0,2,0,0,21/22,A
Ciudad Benitez,Leon,THW,Pivot,30,14,11,3,11,0,0.7857,0,2,0,0,0,1,0,0,21/22,A
